"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GTM","Guatemala","2017","2017",14.47812,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GTM","Guatemala","2018","2018",13.27843,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GTM","Guatemala","2019","2019",14.95745,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GTM","Guatemala","2020","2020",17.29424,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","GTM","Guatemala","2021","2021",14.51904,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2015","2015",3472.30976,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2016","2016",3651.50815,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2017","2017",3709.26503,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2018","2018",3972.15278,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2019","2019",4235.05701,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2020","2020",4349.29412,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2021","2021",4585.46178,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","IND","India","2015","2015",215.18774,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","IND","India","2018","2018",251.01397,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","IND","India","2020","2020",260.38328,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","JOR","Jordan","2015","2015",255.61434,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","JOR","Jordan","2016","2016",575.32083,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","JOR","Jordan","2017","2017",577.9223,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2015","2015",404.73611,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2016","2016",465.2199,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2017","2017",504.9046,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2018","2018",503.72785,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2019","2019",175.58415,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","KWT","Kuwait","2020","2020",165.83262,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2015","2015",1805.33736,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2016","2016",1589.81469,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2017","2017",1772.61368,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2018","2018",1776.50389,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2019","2019",1885.90386,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2020","2020",2135.01786,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LVA","Latvia","2021","2021",2404.52392,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LSO","Lesotho","2015","2015",23.57219,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2015","2015",2741.43842,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2016","2016",2891.36342,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2017","2017",2994.60998,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2018","2018",3092.74534,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2019","2019",3364.46717,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2020","2020",3590.74721,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","LTU","Lithuania","2021","2021",3935.08527,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2015","2015",847.24243,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2016","2016",842.85206,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2017","2017",719.23357,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2018","2018",788.03723,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2019","2019",775.3953,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2020","2020",775.23718,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MKD","North Macedonia","2021","2021",743.68667,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDG","Madagascar","2016","2016",24.43313,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDG","Madagascar","2017","2017",30.30991,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDG","Madagascar","2018","2018",33.72828,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MYS","Malaysia","2015","2015",2265.20079,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MYS","Malaysia","2016","2016",2349.77281,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MYS","Malaysia","2018","2018",2139.51967,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MYS","Malaysia","2020","2020",726.45719,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2015","2015",1817.2027,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2016","2016",1939.75502,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2017","2017",1970.44959,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2018","2018",1866.12509,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2019","2019",1886.77729,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2020","2020",1983.92841,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MLT","Malta","2021","2021",2160.72659,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2015","2015",946.48296,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2016","2016",912.00965,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2017","2017",923.49386,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2018","2018",903.41782,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2019","2019",823.53362,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2020","2020",774.67919,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MDA","Republic of Moldova","2021","2021",781.24167,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MOZ","Mozambique","2015","2015",43.95184,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MMR","Myanmar","2017","2017",29.79052,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MMR","Myanmar","2018","2018",33.86079,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MMR","Myanmar","2019","2019",30.17835,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MMR","Myanmar","2020","2020",32.55807,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MMR","Myanmar","2021","2021",18.96736,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PAK","Pakistan","2015","2015",265.24503,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PAK","Pakistan","2017","2017",324.85582,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PAK","Pakistan","2019","2019",374.40653,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PAK","Pakistan","2021","2021",415.30243,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2015","2015",199.22284,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2016","2016",131.92398,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2017","2017",147.04097,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2018","2018",151.8835,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2019","2019",168.95293,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PRY","Paraguay","2020","2020",140.87852,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PHL","Philippines","2015","2015",105.66805,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","PHL","Philippines","2018","2018",172.00786,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2015","2015",874.72788,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2016","2016",908.9898,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2017","2017",887.30938,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2018","2018",875.76242,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2019","2019",887.07363,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2020","2020",940.54664,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ROU","Romania","2021","2021",985.49335,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2015","2015",3109.76327,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2016","2016",2959.96583,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2017","2017",2825.53951,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2018","2018",2787.2464,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2019","2019",2749.48531,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RUS","Russian Federation","2020","2020",2724.90717,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RWA","Rwanda","2016","2016",13.72771,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","RWA","Rwanda","2019","2019",58.50478,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2015","2015",6977.66947,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2016","2016",6897.04458,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2017","2017",6777.63699,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2018","2018",6786.69594,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2019","2019",7275.63158,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SGP","Singapore","2020","2020",7224.74807,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2015","2015",3805.08157,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2016","2016",3892.97227,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2017","2017",4440.84494,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2018","2018",4788.84668,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2019","2019",4980.42048,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2020","2020",5124.62599,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SVN","Slovenia","2021","2021",5223.00015,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2015","2015",473.73416,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2016","2016",489.20081,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2017","2017",524.14553,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2018","2018",510.97357,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2019","2019",491.40996,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","ZAF","South Africa","2020","2020",472.68092,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2015","2015",847.08558,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2016","2016",1183.14274,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2017","2017",1320.63055,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2018","2018",1718.45617,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2019","2019",1749.91905,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","THA","Thailand","2020","2020",2023.83061,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2015","2015",1751.00477,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2016","2016",1942.66881,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2017","2017",1893.23867,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2018","2018",1765.24484,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2019","2019",1701.58107,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2020","2020",1620.48515,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","TUN","Tunisia","2021","2021",1584.24254,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2015","2015",1005.99722,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2016","2016",1037.24086,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2017","2017",994.07744,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2018","2018",988.07663,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2019","2019",880.55411,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2020","2020",846.24846,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","UKR","Ukraine","2021","2021",587.49768,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2015","2015",680.01858,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2016","2016",700.86007,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2017","2017",716.90501,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2018","2018",768.93031,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2019","2019",791.29754,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2020","2020",806.23731,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","URY","Uruguay","2021","2021",808.18636,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",246.58669,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",292.0226,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","VEN","Venezuela (Bolivarian Republic of)","2019","2019",230.67055,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","VEN","Venezuela (Bolivarian Republic of)","2020","2020",289.18399,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2015","2015",1261.10181,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2016","2016",2614.08864,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2017","2017",3176.7011,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2018","2018",3471.42943,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2019","2019",3628.89214,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2020","2020",3866.36797,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","MAC","China, Macao Special Administrative Region","2021","2021",4131.50059,,
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2015","2015",2060.14765,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2016","2016",2121.8924,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2017","2017",2067.73261,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2018","2018",2075.98604,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2019","2019",2087.27636,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2020","2020",2149.85336,"+","National Estimation"
"RESDEN_INHAB_TFTE","Researchers per million inhabitants (FTE)","SRB","Serbia","2021","2021",2206.70833,"+","National Estimation"
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2015","2015",1.92071,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2017","2017",1.87977,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2019","2019",1.82892,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2015","2015",3.04969,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2016","2016",3.11655,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2017","2017",3.05656,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2018","2018",3.09182,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2019","2019",3.13247,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2020","2020",3.20149,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2021","2021",3.25632,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2015","2015",2.42817,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2016","2016",2.52338,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2017","2017",2.66666,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2018","2018",2.86018,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2019","2019",3.1566,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2020","2020",3.39697,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2021","2021",3.42979,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2015","2015",1.69324,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2016","2016",1.72903,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2017","2017",1.68702,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2018","2018",1.7372,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2019","2019",1.75573,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2020","2020",1.89484,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2021","2021",1.69727,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2015","2015",1.91689,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2016","2016",1.67003,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2017","2017",1.76855,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2018","2018",1.89906,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2019","2019",1.92734,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2020","2020",1.98599,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2021","2021",1.99601,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2015","2015",3.05497,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2016","2016",3.09283,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2017","2017",2.93124,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2018","2018",2.96603,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2019","2019",2.89685,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2020","2020",2.96873,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2021","2021",2.81262,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2015","2015",2.87196,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2016","2016",2.72442,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2017","2017",2.72787,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2018","2018",2.75749,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2019","2019",2.79961,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2020","2020",2.91243,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2021","2021",2.98934,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2015","2015",2.22702,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2016","2016",2.22238,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2017","2017",2.19888,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2018","2018",2.19666,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2019","2019",2.19179,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2020","2020",2.28189,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2021","2021",2.21918,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2015","2015",2.93379,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2016","2016",2.94039,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2017","2017",3.0471,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2018","2018",3.11011,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2019","2019",3.16779,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2020","2020",3.12979,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2021","2021",3.14246,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2015","2015",0.96605,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2016","2016",1.00529,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2017","2017",1.15228,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2018","2018",1.21371,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2019","2019",1.27496,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2020","2020",1.50793,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2021","2021",1.45642,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2015","2015",1.33959,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2016","2016",1.17987,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2017","2017",1.31702,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2018","2018",1.50775,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2019","2019",1.47291,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2020","2020",1.59315,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2021","2021",1.6423,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2015","2015",2.18132,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2016","2016",2.11011,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2017","2017",2.08413,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2018","2018",2.00081,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2019","2019",2.34165,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2020","2020",2.49069,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2021","2021",2.80542,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2015","2015",1.18212,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2016","2016",1.17507,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2017","2017",1.25187,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2018","2018",1.1672,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2019","2019",1.22527,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2020","2020",1.23252,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2021","2021",1.13093,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2015","2015",1.3385,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2016","2016",1.36642,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2017","2017",1.37013,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2018","2018",1.42443,,
